ID	title	artist_name	artist_id	composers_name	composers_id	release_time
1076437937	Cô Và Mẹ	bé Thu Uyên	433670	Phạm Tuyên	100237	2017-11-17 00:23:00
1076437938	Chị Ong Nâu Và Em Bé	bé Thu Uyên	433670	Tân Huyền	100623	2017-11-17 00:23:00
1076437939	Cháu Yêu Bà	bé Thu Uyên	433670	Xuân Giao	100685	2017-11-17 00:23:00
1076437940	Cháu Lên Ba	bé Thu Uyên	433670	Phạm Minh Tuấn	100173	2017-11-17 00:23:00
1076437941	Cả Nhà Thương Nhau	bé Thu Uyên	433670	Phan Văn Minh	101700	2017-11-17 00:23:00
1076437957	Một Ngày Để Nhớ	Kim Ngân	433680	Kim Ngân	433680	2017-11-17 00:46:00
1076438110	Thành Phố Mưa Bay	Tiết Duy Hòa	46365	Bằng Giang	100037	2017-11-17 01:45:00
1076438111	Ngày Vui Qua Mau	Tiết Duy Hòa	46365	Nhật Ngân	100218	2017-11-17 01:45:00
1076438781	Bờ Mộng Mị	Linh Cáo	67806	Linh Cáo	67806	2017-11-17 16:57:00
1076438782	Thấy Là Yêu Thương	OnlyC, Lou Hoàng	3672.66503	Nguyễn Phúc Thiện	103498	2017-11-17 16:57:00
1076438794	Lạc Trôi	Lưu Minh Tài Smile	433716	Sơn Tùng M-TP	11568	2017-11-17 17:16:00
1076438795	Ghen	Lưu Minh Tài Smile	433716	Khắc Hưng	57502	2017-11-17 17:16:00
1076438830	Nơi Tình Yêu Bắt Đầu	Mr Hero	433724	Tiến Minh	100716	2017-11-17 17:52:00
1076438832	Màu Hoa Đỏ	Mr Hero	433724	Thuận Yến	100162	2017-11-17 17:52:00
1076438833	Đức Hóa Bốn Mùa Thương	Mr Hero	433724	Nhạc Ngoại Lời Việt	100103	2017-11-17 17:52:00
1076438834	Bức Thư Tình Đầu Tiên	Mr Hero	433724	Đỗ Bảo	100107	2017-11-17 17:52:00
1076438881	Lạy Bồ Tát Thiên Thủ Thiên Nhãn	Bùi Tuyết Mai	271160	Thích Chơn Hiệp	433727	2017-11-17 18:51:00
1076439212	Phút Biệt Ly	Wendy Thảo, Phạm Trưởng	52374.3663	Nhạc Ngoại Lời Việt	100103	2017-11-18 00:38:00
1076439225	Thân Con Chính Ngài Tái Tạo (Beat)	Trường Sinh	29744	Mạc Thi Viên	189600	2017-11-18 01:07:00
1076439227	Nổi Lửa Lên - Nối Vòng Tay Lớn (Beat)	Trường Sinh	29744	Lê Đức Hùng	101159	2017-11-18 01:07:00
1076439228	Hãy Thắp Lên (Beat)	Trường Sinh	29744	Phan Ngọc Hiến	101161	2017-11-18 01:07:00
1076439231	Đường Con Theo Chúa (Beat)	Trường Sinh	29744	Linh Mục Ân Đức	433754	2017-11-18 01:07:00
1076439232	Đắc Thắng (Beat)	Trường Sinh	29744	Nhất Trung	100281	2017-11-18 01:07:00
1076439233	Bài Ca Phục Vụ (Beat)	Trường Sinh	29744	Linh Mục Mi Trầm	433755	2017-11-18 01:07:00
1076439234	Bài Ca Trang Nứa (Beat)	Trường Sinh	29744	Linh Mục Ân Đức	433754	2017-11-18 01:07:00
1076439235	Con Dâng Chúa (Beat)	Trường Sinh	29744	Phanxico	433753	2017-11-18 01:07:00
1076439236	Con Đây Chúa Ơi (Beat)	Trường Sinh	29744	Trường Sinh	102105	2017-11-18 01:07:00
1076439237	Tuổi Trẻ Con (Beat)	Trường Sinh	29744	Trường Sinh	102105	2017-11-18 01:07:00
1076439238	Anh Trai Quốc Dân	Nobb	433756	Emcee L	10359	2017-11-18 01:08:00
1076439255	Lặng Khóc	Tăng Quỳnh My	77048	Nguyễn Hoàng Vinh	433762	2017-11-18 01:32:00
1076439256	Giá Như Quên Được Anh	Tăng Quỳnh My	77048	Khánh Đơn	100386	2017-11-18 01:32:00
1076439259	Anh Vui Là Được (Beat)	Kim Ny Ngọc	45188	Khánh Đơn	100386	2017-11-18 01:41:00
1076439260	1 Lần (SlimV Remix)	SlimV, Trọng Hiếu	56884.56398	Trọng Hiếu	56398	2017-11-18 01:42:00
1076439261	Ước Mơ Của Mẹ	Hồ Minh Quân	63430	Phi Bằng	100806	2017-11-18 02:18:00
1076439312	Gặp Chúa Trên Quê Hương (Beat)	Trường Sinh	29744	Linh Mục Ân Đức	433754	2017-11-18 03:13:00
1076439313	Dấu Ấn Tình Yêu (Beat)	Trường Sinh	29744	Linh Mục Ân Đức	433754	2017-11-18 03:13:00
1076440241	Ghế Đá Ngày Xưa (Beat)	Lip B	75397	Bảo Kun	102857	2017-11-19 07:10:00
1076441423	Trường Tôi (Phan Bội Châu QB)	Mr Hero	433724	Nguyên Hùng Hero	433724	2017-11-20 16:27:00
1076441430	Em Trong Mắt Tôi (DJ Minh Trí Remix)	DJ Minh Trí	433725	Nguyễn Đức Cường	100318	2017-11-20 16:46:00
1076441443	Nói Anh Nghe	Lý Tuấn Kiệt	12411	Billy Nhựt Minh	77751	2017-11-20 16:52:00
1076441444	Chở Che Em Mãi	Lý Tuấn Kiệt	12411	Lý Tuấn Kiệt	12411	2017-11-20 16:52:00
1076441445	Xin Em Đừng Yêu Anh	Lý Tuấn Kiệt	12411	Cao Nam Thành	35001	2017-11-20 16:52:00
1076441446	Bận Yêu	Lý Tuấn Kiệt	12411	Cao Nam Thành	35001	2017-11-20 16:52:00
1076441447	Tâm Sự	Lý Tuấn Kiệt	12411	Lý Tuấn Kiệt	12411	2017-11-20 16:52:00
1076441448	Nhắm Mắt Cho Qua	Lý Tuấn Kiệt	12411	Lý Tuấn Kiệt	12411	2017-11-20 16:52:00
1076441449	Đừng Khóc Làm Anh Đau	Lý Tuấn Kiệt	12411	Lý Tuấn Kiệt	12411	2017-11-20 16:52:00
1076441551	0 Giờ 2 Phút (Remix 2)	Lý Tuấn Kiệt, DJ Silly Fox	12411.43392	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441552	Bận Yêu (Remix 2)	Lý Tuấn Kiệt, DJ Eric T-J	12411.433921	Cao Nam Thành	35001	2017-11-20 17:49:00
1076441554	Yêu Vợ Nhất (Remix)	Lý Tuấn Kiệt	12411	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441555	Nói Anh Nghe (Remix)	Lý Tuấn Kiệt, DJ Silly Fox	12411.43392	Billy Nhựt Minh	77751	2017-11-20 17:49:00
1076441556	Rút Kinh Nghiệm (Remix)	Lý Tuấn Kiệt, DJ Silly Fox	12411.43392	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441557	Bận Yêu (Remix)	Lý Tuấn Kiệt, DJ Eric T-J	12411.433921	Cao Nam Thành	35001	2017-11-20 17:49:00
1076441558	Tâm Sự (Remix)	Lý Tuấn Kiệt, DJ Eric T-J	12411.433921	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441559	Nhắm Mắt Cho Qua (Remix)	Lý Tuấn Kiệt, Bùi Vĩnh Phúc, DJ Silly Fox	12411,53227,433920	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441561	Xin Em Đừng Yêu Anh (Remix)	Lý Tuấn Kiệt, DJ Minh Lý	12411.433919	Cao Nam Thành	35001	2017-11-20 17:49:00
1076441562	Đêm Nay Không Về Nhà (Remix)	Lý Tuấn Kiệt, DJ Nguyễn Đình Vũ	12411.431242	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441563	Nói Anh Nghe (Remix)	Lý Tuấn Kiệt, DJ Minh Lý	12411.433919	Billy Nhựt Minh	77751	2017-11-20 17:49:00
1076441564	Yêu Vợ Nhất (Remix)	Lý Tuấn Kiệt, DJ Minh Lý	12411.433919	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441565	Rút Kinh Nghiệm (Remix)	Lý Tuấn Kiệt	12411	Lý Tuấn Kiệt	12411	2017-11-20 17:49:00
1076441566	Chỉ Riêng Mình Ta (Remix)	Lý Tuấn Kiệt, DJ Nguyễn Đình Vũ	12411.431242	Lê Xuân Trường	102002	2017-11-20 17:49:00
1076441568	Hey Mambo (Remix)	Lý Tuấn Kiệt, DJ Nguyễn Đình Vũ	12411.431242	Nhạc Ngoại Lời Việt	100103	2017-11-20 17:49:00
1076441594	Nhớ Ơn Thượng Sư	Châu Ý Linh	43454	Châu Ý Linh	102832	2017-11-20 18:28:00
1076441598	Này Em Ơi... Mình Yêu Thôi	Thế Bảo, NamKun	428806.43356	Thế Bảo	428806	2017-11-20 18:32:00
1076441612	Đời Mà	Thế Bảo	428806	Thế Bảo	428806	2017-11-20 19:01:00
1076441613	Thà Người Đừng Đến (Cover)	Phúc Anh	65146	Nhất Trung	100281	2017-11-20 19:04:00
1076441614	Giờ Thì Anh Hứa Để Làm Gì (Cover)	Phúc Anh	65146	Nhất Trung	100281	2017-11-20 19:04:00
1076441621	Chuyện Tình Không Dĩ Vãng	Bảo Thắng	427649	Tâm Anh	100835	2017-11-20 19:09:00
1076441624	Bao Nhiêu Tổn Thương	Thúy Khanh	5506	Khánh Đơn	100386	2017-11-20 19:17:00
1076441660	Vui Đến Trường	Bé Diệu Anh	432166	Lê Quốc Thắng	100926	2017-11-20 20:26:00
1076441661	Mái Trường Mến Yêu	Bé Diệu Anh	432166	Lê Quốc Thắng	100926	2017-11-20 20:26:00
1076441662	Ngày Đầu Tiên Đi Học	Bé Diệu Anh	432166	Nguyễn Ngọc Thiện	100148	2017-11-20 20:26:00
1076441663	Người Thầy	Bé Diệu Anh	432166	Nguyễn Nhất Huy	100167	2017-11-20 20:26:00
1076441664	Lời Thầy Cô	Bé Diệu Anh	432166	Phạm Hải Đăng	101255	2017-11-20 20:26:00
1076441669	Lời Sám Hối Muộn Màng	Gia Huy	432475	Gia Huy	432475	2017-11-20 20:55:00
1076441800	Không Cảm Xúc (Glee Vietnam OST - Tập 13)	The Glee Cast Vietnam	430090	Hồ Quang Hiếu	6083	2017-11-20 23:14:00
1076441801	Chuyện Tôi Kể (Glee Vietnam OST - Tập 13)	The Glee Cast Vietnam	430090	Lynk Lee	101524	2017-11-20 23:14:00
1076441802	Bàn Tay Trắng (Glee Vietnam OST - Tập 13)	The Glee Cast Vietnam	430090	Nguyễn Hải Phong	7673	2017-11-20 23:14:00
1076441808	Già	Da LAB	56067	Da Lab	104359	2017-11-20 23:31:00
1076442193	Yêu Em Thương Em	Ali Hoàng Dương	428845	Nguyễn Minh Cường	103121	2017-11-21 16:22:00
1076442203	Bài Tango Cho Em	Hoàng Oanh	68306	Lam Phương	100043	2017-11-21 16:58:00
1076442219	Ngỏ Lời	Lê Như, Thanh Nguyên	53846.77135	Tuấn Quang	101207	2017-11-21 17:14:00
1076442220	Miền Tây Quê Tôi	Thanh Nguyên, Lê Như	77135.53846	Cao Minh Thu	100384	2017-11-21 17:14:00
1076442225	Khúc Biệt Tình Lang	Lê Như	53846	Thái Hùng	100170	2017-11-21 17:14:00
1076442243	Vì Ai Đổi Thay	Tuấn Hii	36085	Kelvin Khánh	104050	2017-11-21 17:51:00
1076442244	Vì Ai Đổi Thay (Beat)	Tuấn Hii	36085	Kelvin Khánh	104050	2017-11-21 17:51:00
1076442276	Kiên Giang Mình Đẹp Lắm	Lương Gia Huy	756	Lê Giang	100511	2017-11-21 18:19:00
1076442277	Chiếc Áo Bà Ba	Lương Gia Huy	756	Trần Thiện Thanh	100119	2017-11-21 18:19:00
1076442278	Việt Nam Quê Hương Tôi	Lương Gia Huy	756	Đỗ Nhuận	100089	2017-11-21 18:19:00
1076442279	Thương Về Cố Đô (2017)	Lương Gia Huy, Lâm Chấn Huy	756.211	Thanh Sơn	100335	2017-11-21 18:19:00
1076442280	Thương Về Miền Trung	Lương Gia Huy	756	Châu Kỳ	100139	2017-11-21 18:19:00
1076442282	Người Đi Xây Hồ Kẻ Gỗ	Lương Gia Huy	756	Nguyễn Văn Tý	100242	2017-11-21 18:19:00
1076442283	Neo Đậu Bến Quê	Lương Gia Huy	756	An Thuyên	100291	2017-11-21 18:19:00
1076442284	Bài Ca Dao Đầu Đời	Lương Gia Huy	756	Quốc Dũng	100054	2017-11-21 18:19:00
1076442291	Xóa Sạch Hết Đi	Cao Nam Thành	35001	Cao Nam Thành	35001	2017-11-21 18:43:00
1076442292	Xóa Sạch Hết Đi (Tropical) (Beat)	Cao Nam Thành	35001	Cao Nam Thành	35001	2017-11-21 18:43:00
1076442293	Xóa Sạch Hết Đi (Tropical)	Cao Nam Thành	35001	Cao Nam Thành	35001	2017-11-21 18:43:00
1076442295	Xóa Sạch Hết Đi (New Version)	Cao Nam Thành	35001	Cao Nam Thành	35001	2017-11-21 18:43:00
1076442296	Xóa Sạch Hết Đi (New Version) (Beat)	Cao Nam Thành	35001	Cao Nam Thành	35001	2017-11-21 18:43:00
1076442365	Phận Tơ Tằm	Việt Tú	14358	Hồ Tịnh Tâm	100352	2017-11-21 21:11:00
1076442366	Bạc Trắng Lửa Hồng	Việt Tú	14358	Khánh Băng	100257	2017-11-21 21:11:00
1076442367	Trộm Nhìn Nhau	Việt Tú	14358	Trầm Tử Thiêng	100280	2017-11-21 21:11:00
1076442369	Xin Thời Gian Qua Mau	Việt Tú	14358	Lam Phương	100043	2017-11-21 21:11:00
1076442370	Mất Nhau Rồi	Việt Tú	14358	Giao Tiên	100461	2017-11-21 21:11:00
1076442372	Cho Vừa Lòng Em	Việt Tú	14358	Mặc Thế Nhân	100725	2017-11-21 21:11:00
1076442373	Sầu Lẻ Bóng	Việt Tú	14358	Anh Bằng	100183	2017-11-21 21:11:00
1076442375	Hoa Trinh Nữ	Việt Tú	14358	Trần Thiện Thanh	100119	2017-11-21 21:11:00
1076442449	Theo Em Góc Biển Chân Trời (Beat)	Khánh Đơn, Huỳnh Như	2816.433983	Khánh Đơn	100386	2017-11-21 22:44:00
1076443216	Nếu Yêu Em Là Sai	Lê Hiếu	215	Kai Đinh	102790	2017-11-22 18:57:00
1076443336	Lâu Đài Cát	Văn Mai Hương	7172	Khắc Hưng	57502	2017-11-22 21:09:00
1076443416	Hành Khúc Sinh Viên Công Giáo	Linh Mục Nguyễn Tuấn Dương, Gia Ân	434057.25575	Linh Mục Lâm Sơn Hải	434058	2017-11-22 22:39:00
1076443417	Hành Khúc Sinh Viên Công Giáo Thái Bình Miền Nam	Linh Mục Nguyễn Tuấn Dương, Gia Ân	434057.25575	Linh Mục Lâm Sơn Hải	434058	2017-11-22 22:39:00
1076443438	Giấc Mơ Trắng	Đặng Gia Phúc	68737	Đặng Gia Phúc	103811	2017-11-22 22:51:00
1076443486	Hãy Để Em Là Của Anh	Khang Việt	2813	Quang Mẫn	100618	2017-11-22 23:30:00
1076443487	Hãy Để Em Là Của Anh (Beat)	Khang Việt	2813	Quang Mẫn	100618	2017-11-22 23:30:00
1076443529	Tình Đẹp Làng Quê	Đồng Thanh Tâm, Diễm Hân	13862.24	Đồng Thanh Tâm	102596	2017-11-23 00:32:00
1076443544	Vì Anh Luôn Ở Đây	S.T 365	53274	S.T 365, Lou Hoàng	53274.66503	2017-11-29 22:49:00
1076443575	Chuyện Tình Ta	Hồ Huy Hải	434065	Hồ Huy Hải	434065	2017-11-23 01:43:00
1076443576	Nỗi Đau Riêng Mình Anh	Hồ Huy Hải	434065	Hồ Huy Hải	434065	2017-11-23 01:43:00
1076443577	Cà Phê Sáng	Hồ Huy Hải	434065	Hồ Huy Hải	434065	2017-11-23 01:43:00
1076444042	Xa Em	Thổ Tuấn Anh	41670	Nam Trương	103372	2017-11-23 16:35:00
1076444099	Nhớ Đôi Cánh Mỏng	Bùi Tuyết Mai	271160	Hoàng Thanh	433496	2017-11-23 17:34:00
1076444100	Thời Học Sinh	Lady Phương Thùy	270168	Hoàng Tôn	9436	2017-11-23 17:39:00
1076444103	Miệng Lưỡi Thiên Hạ (Khẽ Thôi Cưng À 2) (Beat)	Cao Tùng Anh, Linh Na	12498.105052	Nhạc Ngoại Lời Việt	100103	2017-11-23 17:51:00
1076444104	Miệng Lưỡi Thiên Hạ (Khẽ Thôi Cưng À 2)	Cao Tùng Anh, Linh Na	12498.105052	Nhạc Ngoại Lời Việt	100103	2017-11-23 17:51:00
1076444114	Hát Cho Yêu Thương	Cao Quốc Việt	29623	Cao Quốc Việt	29623	2017-11-23 18:04:00
1076444135	Mưa Chiều Kỷ Niệm (Beat)	Huy Bảo	13054	Võ Minh Thu	430523	2017-11-23 18:31:00
1076444136	Mưa Chiều Kỷ Niệm	Huy Bảo	13054	Sơn Đinh, Võ Minh Thu	434723.430523	2017-11-23 18:31:00
1076444142	Con Yêu	Bé Thiên Bảo	432165	Nhạc Ngoại Lời Việt	100103	2017-11-23 18:50:00
1076444144	Cha	Bé Thiên Bảo	432165	Anh Tuấn	100321	2017-11-23 18:50:00
1076444145	Cha Và Con Trai	Bé Thiên Bảo	432165	Châu Đăng Khoa	100378	2017-11-23 18:50:00
1076444146	Ánh Mắt Của Cha	Bé Thiên Bảo	432165	Minh Châu	100610	2017-11-23 18:50:00
1076444150	Ký Ức Về Anh	Trương Như Anh	39914	Trương Như Anh	39914	2017-11-23 19:02:00
1076444151	Em Theo Anh Về	Trương Như Anh	39914	Trương Như Anh	39914	2017-11-23 19:02:00
1076444256	Bỏ Cả Thế Giới Để Yêu Một Người (Version Ballads)	Duyên Anh Idol	6	Tăng Nhật Tuệ	100586	2017-11-23 21:21:00
1076444261	Bỏ Cả Thế Giới Để Yêu Một Người (Version EDM) ft DJ Hiếu Phan	Duyên Anh Idol	6	Tăng Nhật Tuệ	100586	2017-11-23 21:25:00
1076444271	Bỏ Cả Thế Giới Để Yêu Một Người (Version Ballads) Beat	Duyên Anh Idol	6	Tăng Nhật Tuệ	100586	2017-11-23 21:44:00
1076444368	Duyên Kiếp Long Đong	Phạm Thành Nguyên	65147	Hữu Thanh, Ngọc Băng Tâm	434121.434122	2017-11-23 22:35:00
1076444419	Cho Ta Gần Hơn (I'm In Love) (Acoustic)	Chi Pu	32775	Krazy Park, Eddy S Park	432554.432555	2017-11-23 23:42:00
1076444505	Lâu Đài Cát (Beat)	Văn Mai Hương	7172	Khắc Hưng	57502	2017-11-24 01:55:00
1076445102	Nguyện Cầu	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445104	Lặng	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445106	Hồng Ân Lời Tình Yêu	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445107	Jesus Con Hát Về Ngài	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445108	Con Có Chúa Mà	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445109	Bờ Vai Jesus	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445111	Amen	Nguyễn Hồng Ân	2889	Nguyễn Hồng Ân	103872	2017-11-24 18:02:00
1076445150	Số Kiếp Long Đong	Kim Linh	57537	Trịnh Thùy Mỹ	102510	2017-11-24 18:14:00
1076445151	Đắp Mộ Cuộc Tình	Kim Linh	57537	Vũ Thanh	100147	2017-11-24 18:14:00
1076445152	Cát Bụi Cuộc Đời	Kim Linh	57537	Hà Sơn	102723	2017-11-24 18:14:00
1076445155	Come Back Home	Vũ Cát Tường	13353	Vũ Cát Tường	13353	2017-11-24 18:15:00
1076445320	Ai Hiểu Cho Riêng Mình ( Sơn Beat mix )	NQP, SONBEAT	30323.434245	NQP	102223	2017-11-24 21:29:00
1076445384	Phía Sau Hạnh Phúc (Remix)	Đinh Kiến Phong, DJ Phát Bi	10715.434246	Bảo Thạch	100710	2017-11-24 23:11:00
1076445385	Phía Sau Hạnh Phúc (Remix) (Beat)	Đinh Kiến Phong, DJ Phát Bi	10715.434246	Bảo Thạch	100710	2017-11-24 23:11:00
1076445386	Những Lời Dối Gian (Remix) (Beat)	Đinh Kiến Phong	10715	Nhạc Ngoại Lời Việt	100103	2017-11-24 23:11:00
1076445387	Những Lời Dối Gian (Remix)	Đinh Kiến Phong, DJ Phát Bi	10715.434246	Nhạc Ngoại Lời Việt	100103	2017-11-24 23:11:00
1076445390	Hãy Cho Tôi (Remix)	Đinh Kiến Phong, DJ Phát Bi	10715.434246	Phạm Hoàng Dũng	103758	2017-11-24 23:11:00
1076445437	Vợ Tôi	Giang Trường	13585	Mạnh Quỳnh	101110	2017-11-25 00:51:00
1076445439	Sầu Tím Thiệp Hồng	Giang Trường	13585	Minh Kỳ, Hoài Linh	100134.10031	2017-11-25 00:51:00
1076445441	Khung Trời Tuổi Mộng	Giang Trường	13585	Quốc Dũng	100054	2017-11-25 00:51:00
1076445442	Gõ Cửa Trái Tim	Giang Trường	13585	Vũ Hoàng	100120	2017-11-25 00:51:00
1076445454	Tôi Sẽ Không Buồn	Mai Tuấn	3339	Vũ Đức Hạnh	103287	2017-11-25 01:45:00
1076445455	Em Vội Về Đâu	Mai Tuấn	3339	Đăng Lâm	434252	2017-11-25 01:45:00
1076445456	Xin Trả Em Về	Mai Tuấn	3339	Đăng Lâm	434252	2017-11-25 01:45:00
1076445457	Xót Xa Tình	Mai Tuấn	3339	Đăng Lâm	434252	2017-11-25 01:45:00
1076445458	Thư Tình Chưa Gửi	Mai Tuấn	3339	Nguyễn Phúc Long	104470	2017-11-25 01:45:00
1076445459	Nắng Vàng Chiều Ngoại Ô	Mai Tuấn, Phi Loan	3339.434253	Vũ Đức Hạnh	103287	2017-11-25 01:45:00
1076445460	Đôi Đứa Đôi Đường	Mai Tuấn	3339	Đăng Lâm	434252	2017-11-25 01:45:00
1076445864	Vì Yêu Mà Cưới (Beat)	Hương Giang	29610	Văn Thiên Hạnh	104211	2017-11-25 22:15:00
1076446779	Nhìn Vào Đôi Mắt Tôi	Minh Thuận, Nhật Hào	882.3853	Nhạc Hoa Lời Việt	100064	2017-11-27 16:18:00
1076446780	Duyên Số	Minh Thuận	882	Nhạc Hoa Lời Việt	100064	2017-11-27 16:18:00
1076446793	Có Phải Là Em	Minh Thuận, Nhật Hào	882.3853	Nhạc Hoa Lời Việt	100064	2017-11-27 16:36:00
1076446794	Ái Tình	Minh Thuận	882	Nhạc Hoa Lời Việt	100064	2017-11-27 16:36:00
1076446800	Tình Ca Shalala	Minh Thuận	882	Nhạc Hoa Lời Việt	100064	2017-11-27 16:47:00
1076446801	Thành Phố Cuồng Nhiệt	Minh Thuận, Tú Linh	882.746	Nhạc Hoa Lời Việt	100064	2017-11-27 16:47:00
1076446802	Phụ Tình	Minh Thuận, Nhật Hào	882.3853	Nhạc Hoa Lời Việt	100064	2017-11-27 16:47:00
1076446803	Lửa Tình	Minh Thuận	882	Nhạc Hoa Lời Việt	100064	2017-11-27 16:47:00
1076446804	Jealousy	Minh Thuận, Tú Linh	882.746	Nhạc Ngoại Lời Việt	100103	2017-11-27 16:47:00
1076446805	Ichban	Minh Thuận, Nhật Hào	882.3853	Nhạc Ngoại Lời Việt	100103	2017-11-27 16:47:00
1076446810	Giã Tràng	Minh Thuận, Đại Vệ	882.43035	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446811	Lửa Tình	Minh Thuận, Đại Vệ	882.43035	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446812	Tình Yêu Đơn Phương	Minh Thuận, Đại Vệ, Nhật Hào	882,430350,3853	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446813	Duyên Số	Minh Thuận, Đại Vệ	882.43035	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446814	Lời Nói Dối	Minh Thuận, Đại Vệ	882.43035	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446815	Rồi Em Cũng Ra Đi	Minh Thuận, Đại Vệ	882.43035	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446816	Yêu Tôi Thì Hãy Cùng Đi	Minh Thuận, Nhật Hào, Đại Vệ	882,3853,430350	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446819	Tình Xưa Không Phai	Minh Thuận, Đại Vệ	882.43035	Nhạc Hoa Lời Việt	100064	2017-11-27 17:00:00
1076446824	Khoảng Trời Tôi Yêu	Minh Thuận	882	Anh Thoa	100374	2017-11-27 17:15:00
1076446826	Mưa Sầu	Minh Thuận, Nhật Hào	882.3853	Nhạc Hoa Lời Việt	100064	2017-11-27 17:15:00
1076446828	Có Nhớ Đêm Nào	Minh Thuận, Nhật Hào	882.3853	Khánh Băng	100257	2017-11-27 17:15:00
1076446829	Ngày Xưa Tiếng Vĩ Cầm	Minh Thuận, Nhật Hào	882.3853	Bảo Phúc	100356	2017-11-27 17:15:00
1076446830	Huyền Thoại Người Con Gái	Minh Thuận, Nhật Hào	882.3853	Lê Hựu Hà	100058	2017-11-27 17:15:00
1076446831	Lệ Đá	Minh Thuận, Nhật Hào	882.3853	Trần Thịnh	100177	2017-11-27 17:15:00
1076446837	Liên Khúc Bejin 3	Minh Thuận, Nhật Hào, Sỹ Ben, Lam Trường	882,3853,9209,214	Nhạc Hoa Lời Việt	100064	2017-11-27 17:24:00
1076446838	Liên Khúc Bejin 2	Minh Thuận, Nhật Hào, Sỹ Ben, Lam Trường	882,3853,9209,214	Nhạc Hoa Lời Việt	100064	2017-11-27 17:24:00
1076446839	Liên Khúc Bejin 1	Minh Thuận, Nhật Hào, Sỹ Ben, Lam Trường	882,3853,9209,214	Nhạc Hoa Lời Việt	100064	2017-11-27 17:24:00
1076446860	Yêu Và Hiểu Là Hai Điều Khác Nhau	Minh Châu, Kim Thành	434315.53845	Vương Anh Tú	100534	2017-11-27 18:03:00
1076446865	Liên Khúc Nối Lại Tình Xưa	Team Thần Tượng Bolero	434316	Nhiều Nhạc Sĩ	101978	2017-11-27 18:22:00
1076446870	Chẳng Gì Đẹp Đẽ Trên Đời Mãi (Tropical House)	Khang Việt	2813	Vương Anh Tú	44522	2017-11-27 18:39:00
1076446960	Tựa Cánh Bèo Trôi	Lý Thu Thảo	429614	Hoàng Minh	102608	2017-11-27 21:14:00
1076446962	Ngày Xưa Anh Nói	Lý Thu Thảo	429614	Thúc Đăng, Thanh Tuyền	101283.104385	2017-11-27 21:14:00
1076446963	Nếu Anh Đừng Hẹn	Lý Thu Thảo	429614	Lê Dinh, Dạ Cầm	100299.26996	2017-11-27 21:14:00
1076446964	Mưa Đêm Tình Nhỏ	Lý Thu Thảo	429614	Hà Phương	100369	2017-11-27 21:14:00
1076446965	Lối Thu Xưa	Lý Thu Thảo	429614	Quốc Dũng	100054	2017-11-27 21:14:00
1076446967	Đường Tình Đôi Ngã	Lý Thu Thảo	429614	Lê Văn Thiện	100504	2017-11-27 21:14:00
1076446968	Dòng Đời	Lý Thu Thảo	429614	Nguyễn Thu	100745	2017-11-27 21:14:00
1076446969	Con Đường Xưa Em Đi	Lý Thu Thảo	429614	Châu Kỳ, Hồ Đình Phương	100139.269971	2017-11-27 21:14:00
1076446982	Xa Anh Em Sẽ Tốt	Phạm Trưởng	3663	Phạm Trưởng	100492	2017-11-27 21:43:00
1076446983	Lỗi Tại Ai	Phạm Trưởng	3663	Phạm Trưởng	100492	2017-11-27 21:43:00
1076446984	Em Theo Người Ta	Phạm Trưởng	3663	Phạm Trưởng	100492	2017-11-27 21:43:00
1076446985	Đời Của Nó	Phạm Trưởng	3663	Phạm Trưởng	100492	2017-11-27 21:43:00
1076446993	Đất Nước Trong Lời Thầy	Minh Chi	434322	Hồ Tuấn	434323	2017-11-27 22:20:00
1076446994	Đất Nước Trong Lời Thầy (Beat)	Minh Chi	434322	Hồ Tuấn	434323	2017-11-27 22:20:00
1076447002	Vì Đâu	Minh Chi	434322	An Hiếu	100371	2017-11-27 23:01:00
